date,campaign,channel,region,impressions,clicks,spend,leads,mqls,sqls,opportunities,deals,revenue
2023-03-01,Webinar Series 2023,Organic Search,North America,36753,1414,139.75,166,132,75,46,14,21667.38
2023-03-01,Webinar Series 2023,Organic Search,EMEA,26292,954,54.46,96,53,34,15,6,6521.48
2023-03-01,Webinar Series 2023,Organic Search,APAC,27447,1189,142.82,140,102,59,38,12,11910.2
2023-03-01,Webinar Series 2023,Organic Search,LATAM,18433,896,73.36,75,42,25,13,2,2016.96
2023-03-01,Webinar Series 2023,Referral,North America,9453,872,325.06,185,111,78,31,13,18811.13
2023-03-01,Webinar Series 2023,Referral,EMEA,9160,871,322.07,196,155,118,57,13,16372.22
2023-03-01,Webinar Series 2023,Referral,APAC,6330,269,86.3,50,27,18,9,3,3313.67
2023-03-01,Webinar Series 2023,Referral,LATAM,8801,504,130.45,87,57,37,15,6,5519.21
2023-03-01,Referral Program Pilot,Email,North America,21441,2762,1583.64,574,303,241,165,36,54623.66
2023-03-01,Referral Program Pilot,Email,EMEA,23293,1926,747.48,342,205,109,48,10,12659.99
2023-03-01,Referral Program Pilot,Email,APAC,19568,2859,960.94,583,304,214,119,37,38396.07
2023-03-01,Referral Program Pilot,Email,LATAM,10660,905,233.31,178,91,51,24,8,7392.98
2023-03-01,Referral Program Pilot,Paid Search,North America,43841,2657,1926.13,288,176,114,57,15,22927.96
2023-03-01,Referral Program Pilot,Paid Search,EMEA,46574,2776,5330.96,299,230,122,84,38,37784.22
2023-03-01,Referral Program Pilot,Paid Search,APAC,33616,1787,1915.73,175,107,58,35,8,8424.96
2023-03-01,Referral Program Pilot,Paid Search,LATAM,19963,1199,1091.65,153,112,73,42,10,9840.72
2023-03-01,Referral Program Pilot,Paid Social,North America,53212,1836,1883.96,83,42,24,14,2,2750.92
2023-03-01,Referral Program Pilot,Paid Social,EMEA,27858,1070,672.41,49,31,15,7,3,4083.22
2023-03-01,Referral Program Pilot,Paid Social,APAC,40330,1427,1484.14,63,45,29,18,7,6055.96
2023-03-01,Referral Program Pilot,Paid Social,LATAM,23778,371,376.96,16,10,6,2,1,1050.6
2023-03-01,Referral Program Pilot,Organic Search,North America,28186,773,62.75,66,47,30,19,8,9259.06
2023-03-01,Referral Program Pilot,Organic Search,EMEA,21593,1026,78.95,94,48,37,18,4,5744.01
2023-03-01,Referral Program Pilot,Organic Search,APAC,22097,1300,87.83,149,84,57,35,17,20517.93
2023-03-01,Referral Program Pilot,Organic Search,LATAM,20557,917,47.69,87,61,47,26,11,10633.5
2023-03-01,Referral Program Pilot,Referral,North America,8507,669,192.38,129,100,73,33,7,12041.09
2023-03-01,Referral Program Pilot,Referral,EMEA,10201,993,246.46,214,145,92,46,14,18759.82
2023-03-01,Referral Program Pilot,Referral,APAC,8868,831,330.3,143,114,61,24,11,10901.28
2023-03-01,Referral Program Pilot,Referral,LATAM,7883,594,118.58,118,81,64,26,9,7447.48
2023-03-01,Reactivation Campaign,Email,North America,29026,3533,1436.99,617,345,266,120,34,40307.16
2023-03-01,Reactivation Campaign,Email,EMEA,18466,2541,695.26,537,277,194,129,56,73084.22
2023-03-01,Reactivation Campaign,Email,APAC,20479,1802,642.58,262,160,87,49,23,23132.47
2023-03-01,Reactivation Campaign,Email,LATAM,17428,1529,675.78,243,123,77,37,17,19580.77
2023-03-01,Reactivation Campaign,Paid Search,North America,57654,4577,8788.58,506,269,172,103,47,61977.35
2023-03-01,Reactivation Campaign,Paid Search,EMEA,34084,1574,2650.17,201,123,70,31,9,11105.38
2023-03-01,Reactivation Campaign,Paid Search,APAC,35660,2122,2708.16,280,151,78,54,26,33141.27
2023-03-01,Reactivation Campaign,Paid Search,LATAM,30255,2002,2247.59,245,146,85,34,15,16460.1
2023-03-01,Reactivation Campaign,Paid Social,North America,52017,859,865.52,37,25,16,10,2,3372.84
2023-03-01,Reactivation Campaign,Paid Social,EMEA,31485,321,362.66,14,7,3,2,1,1282.67
2023-03-01,Reactivation Campaign,Paid Social,APAC,22150,816,690.75,47,27,18,7,3,2892.85
2023-03-01,Reactivation Campaign,Paid Social,LATAM,17163,588,356.64,28,18,11,5,2,1712.61
2023-03-01,Reactivation Campaign,Organic Search,North America,28399,1140,63.48,133,98,67,32,15,22364.07
2023-03-01,Reactivation Campaign,Organic Search,EMEA,31025,1380,121.83,133,96,54,25,6,7835.95
2023-03-01,Reactivation Campaign,Organic Search,APAC,22807,1351,162.72,146,82,47,26,7,6332.99
2023-03-01,Reactivation Campaign,Organic Search,LATAM,16863,846,99.98,76,58,41,17,7,6000.52
2023-03-01,Reactivation Campaign,Referral,North America,12892,1017,260.13,208,138,70,37,17,27985.07
2023-03-01,Reactivation Campaign,Referral,EMEA,9348,820,307.21,158,89,50,33,14,14284.12
2023-03-01,Reactivation Campaign,Referral,APAC,8559,414,99.84,83,47,26,10,4,4126.29
2023-03-01,Reactivation Campaign,Referral,LATAM,6479,325,52.14,55,37,21,8,3,2573.79
2023-04-01,Spring Launch 2023,Email,North America,24306,2279,757.73,457,251,127,74,36,54380.49
2023-04-01,Spring Launch 2023,Email,EMEA,17780,2193,608.55,356,179,118,72,31,36809.55
2023-04-01,Spring Launch 2023,Email,APAC,21235,2685,1575.54,492,277,178,88,24,27983.52
2023-04-01,Spring Launch 2023,Email,LATAM,11924,992,463.89,178,135,70,42,16,14733.02
2023-04-01,Spring Launch 2023,Paid Search,North America,42532,2256,2780.24,316,203,139,90,27,32799.17
2023-04-01,Spring Launch 2023,Paid Search,EMEA,30594,1098,1281.14,105,62,43,23,11,14892.91
2023-04-01,Spring Launch 2023,Paid Search,APAC,27963,1272,2063.25,177,104,82,39,18,21038.71
2023-04-01,Spring Launch 2023,Paid Search,LATAM,22805,1030,1497.57,110,68,38,20,9,9629.69
2023-04-01,Spring Launch 2023,Paid Social,North America,35701,1276,1008.14,54,38,29,15,5,6067.82
2023-04-01,Spring Launch 2023,Paid Social,EMEA,41743,1401,1477.82,73,55,42,28,12,15012.39
2023-04-01,Spring Launch 2023,Paid Social,APAC,28948,693,755.14,30,19,14,8,3,2761.07
2023-04-01,Spring Launch 2023,Paid Social,LATAM,31491,1152,619.12,58,29,20,11,4,3372.54
2023-04-01,Spring Launch 2023,Organic Search,North America,46216,2052,188.43,229,168,95,46,22,27718.88
2023-04-01,Spring Launch 2023,Organic Search,EMEA,29068,1558,134.48,176,93,69,30,6,7202.12
2023-04-01,Spring Launch 2023,Organic Search,APAC,26286,1422,189.83,128,91,56,33,11,13374.12
2023-04-01,Spring Launch 2023,Organic Search,LATAM,20485,839,85.92,84,66,51,22,6,6573.34
2023-04-01,Spring Launch 2023,Referral,North America,14202,610,232.49,121,73,42,25,10,15135.09
2023-04-01,Spring Launch 2023,Referral,EMEA,8931,685,232.14,118,77,52,25,5,5836.16
2023-04-01,Spring Launch 2023,Referral,APAC,8746,641,194.65,119,75,52,28,10,12413.78
2023-04-01,Spring Launch 2023,Referral,LATAM,6715,628,168.8,102,73,53,36,7,6663.66
2023-04-01,Brand Awareness 2023,Email,North America,18305,2361,851.75,501,380,223,99,32,38796.09
2023-04-01,Brand Awareness 2023,Email,EMEA,24299,2546,1454.81,408,209,148,96,31,35031.47
2023-04-01,Brand Awareness 2023,Email,APAC,22384,3404,1118.88,590,470,301,170,61,73173.4
2023-04-01,Brand Awareness 2023,Email,LATAM,15057,1697,788.29,318,167,107,49,12,13230.43
2023-04-01,Brand Awareness 2023,Paid Search,North America,55151,3430,3995.72,393,256,199,131,31,52894.68
2023-04-01,Brand Awareness 2023,Paid Search,EMEA,43686,2687,4518.52,353,199,121,61,29,40288.7
2023-04-01,Brand Awareness 2023,Paid Search,APAC,35464,1520,1819.55,218,153,119,77,34,35928.53
2023-04-01,Brand Awareness 2023,Paid Search,LATAM,29088,956,936.43,98,49,28,17,3,3193.12
2023-04-01,Brand Awareness 2023,Paid Social,North America,51450,954,567.29,42,30,18,8,2,3404.27
2023-04-01,Brand Awareness 2023,Paid Social,EMEA,28553,1114,1003.9,52,28,17,7,3,3047.3
2023-04-01,Brand Awareness 2023,Paid Social,APAC,32539,1069,1186.86,48,26,13,6,2,2049.81
2023-04-01,Brand Awareness 2023,Paid Social,LATAM,23849,499,265.63,26,15,8,5,1,970.23
2023-04-01,Brand Awareness 2023,Organic Search,North America,34953,1329,111.51,128,87,58,34,8,9436.56
2023-04-01,Brand Awareness 2023,Organic Search,EMEA,28341,1281,64.79,120,77,52,28,11,14514.29
2023-04-01,Brand Awareness 2023,Organic Search,APAC,31765,1800,237.48,196,103,58,23,9,8450.07
2023-04-01,Brand Awareness 2023,Organic Search,LATAM,18995,453,49.65,51,26,20,13,2,2117.77
2023-04-01,Brand Awareness 2023,Referral,North America,9249,758,286.09,133,83,53,22,10,16426.58
2023-04-01,Brand Awareness 2023,Referral,EMEA,10145,714,98.99,169,113,86,51,17,23299.37
2023-04-01,Brand Awareness 2023,Referral,APAC,9472,591,119.3,124,91,53,30,12,10928.63
2023-04-01,Brand Awareness 2023,Referral,LATAM,7027,502,65.29,95,49,33,18,5,5629.75
2023-04-01,Retention Push Q1,Email,North America,22193,1918,454.1,283,165,123,52,23,27372.6
2023-04-01,Retention Push Q1,Email,EMEA,16591,1496,803.15,286,195,121,65,21,29132.36
2023-04-01,Retention Push Q1,Email,APAC,21877,1884,538.64,368,249,148,60,25,30927.13
2023-04-01,Retention Push Q1,Email,LATAM,12920,1249,405.2,197,100,50,29,11,12372.59
2023-04-01,Retention Push Q1,Paid Search,North America,40008,1611,1787.52,222,168,104,63,23,38306.0
2023-04-01,Retention Push Q1,Paid Search,EMEA,31981,2066,3424.71,292,167,116,72,24,29862.03
2023-04-01,Retention Push Q1,Paid Search,APAC,44179,2120,3882.85,292,205,143,83,37,36078.72
2023-04-01,Retention Push Q1,Paid Search,LATAM,29076,1112,1755.26,157,108,82,49,15,16842.69
2023-04-01,Retention Push Q1,Paid Social,North America,46294,1786,736.52,103,66,42,23,5,6957.25
2023-04-01,Retention Push Q1,Paid Social,EMEA,39794,1124,485.82,62,41,29,19,7,7280.58
2023-04-01,Retention Push Q1,Paid Social,APAC,22486,766,804.67,39,30,16,9,3,2655.67
2023-04-01,Retention Push Q1,Paid Social,LATAM,22070,397,475.18,16,9,5,2,1,1005.33
2023-04-01,Retention Push Q1,Organic Search,North America,40718,1547,190.49,182,134,68,33,11,14398.86
2023-04-01,Retention Push Q1,Organic Search,EMEA,36749,887,122.1,89,52,36,21,5,6069.13
2023-04-01,Retention Push Q1,Organic Search,APAC,31111,1083,89.24,87,62,46,23,7,7751.11
2023-04-01,Retention Push Q1,Organic Search,LATAM,16744,995,134.75,117,66,48,19,7,7014.35
2023-04-01,Retention Push Q1,Referral,North America,11048,560,91.07,119,83,47,23,10,14318.33
2023-04-01,Retention Push Q1,Referral,EMEA,7515,724,218.21,147,99,78,46,9,12917.63
2023-04-01,Retention Push Q1,Referral,APAC,6789,334,72.44,58,39,21,10,4,4503.96
2023-04-01,Retention Push Q1,Referral,LATAM,8072,334,76.43,63,34,24,14,2,1874.91
2023-04-01,Retention Push Q3,Email,North America,17745,1989,882.87,387,302,175,93,40,58270.54
2023-04-01,Retention Push Q3,Email,EMEA,24514,2868,987.85,500,278,203,110,33,45963.59
2023-04-01,Retention Push Q3,Email,APAC,16147,2522,1407.19,412,243,166,88,36,33435.16
2023-04-01,Retention Push Q3,Email,LATAM,10555,1320,773.94,247,184,134,64,17,15290.58
2023-04-01,Retention Push Q3,Paid Search,North America,46282,3020,3813.37,296,148,94,41,16,18644.95
2023-04-01,Retention Push Q3,Paid Search,EMEA,29227,1126,1454.17,135,86,67,45,19,23521.14
2023-04-01,Retention Push Q3,Paid Search,APAC,30209,2619,2393.95,356,180,135,59,27,33349.5
2023-04-01,Retention Push Q3,Paid Search,LATAM,26379,1060,748.03,150,117,63,28,12,9830.65
2023-04-01,Retention Push Q3,Paid Social,North America,32185,891,1013.41,49,29,16,9,2,3223.55
2023-04-01,Retention Push Q3,Paid Social,EMEA,33594,1086,472.97,47,29,21,12,4,4621.21
2023-04-01,Retention Push Q3,Paid Social,APAC,22257,631,465.02,34,24,14,7,1,946.89
2023-04-01,Retention Push Q3,Paid Social,LATAM,25692,349,336.18,14,8,4,2,1,971.55
2023-04-01,Retention Push Q3,Organic Search,North America,43156,876,121.76,76,52,41,22,9,11903.79
2023-04-01,Retention Push Q3,Organic Search,EMEA,30810,1641,98.57,158,79,59,26,10,11074.32
2023-04-01,Retention Push Q3,Organic Search,APAC,33562,1513,226.73,161,82,44,26,6,7006.09
2023-04-01,Retention Push Q3,Organic Search,LATAM,17001,903,88.72,86,57,38,17,5,4403.86
2023-04-01,Retention Push Q3,Referral,North America,11393,728,107.83,132,105,62,41,16,21561.51
2023-04-01,Retention Push Q3,Referral,EMEA,9011,760,206.05,159,97,52,31,14,18523.53
2023-04-01,Retention Push Q3,Referral,APAC,6897,310,42.3,71,38,23,15,7,8497.65
2023-04-01,Retention Push Q3,Referral,LATAM,6921,504,68.89,119,65,46,29,11,12032.43
2023-04-01,Holiday Promo 2023,Email,North America,22762,2282,861.36,329,213,112,70,19,34764.62
2023-04-01,Holiday Promo 2023,Email,EMEA,25009,3360,1726.29,656,453,316,165,35,46253.53
2023-04-01,Holiday Promo 2023,Email,APAC,22026,3166,1631.99,543,407,319,204,63,94827.92
2023-04-01,Holiday Promo 2023,Email,LATAM,11807,1139,257.5,167,129,69,39,11,12598.84
2023-04-01,Holiday Promo 2023,Paid Search,North America,43475,3727,7387.04,414,254,173,101,34,53336.52
2023-04-01,Holiday Promo 2023,Paid Search,EMEA,30404,1647,3291.32,203,106,58,38,14,24180.8
2023-04-01,Holiday Promo 2023,Paid Search,APAC,38800,2983,2231.17,384,194,116,51,13,17077.82
2023-04-01,Holiday Promo 2023,Paid Search,LATAM,23266,1028,1482.34,121,62,44,21,8,8607.22
2023-04-01,Holiday Promo 2023,Paid Social,North America,41099,521,458.07,21,12,6,3,1,1859.03
2023-04-01,Holiday Promo 2023,Paid Social,EMEA,33085,406,224.93,18,9,6,3,1,1211.83
2023-04-01,Holiday Promo 2023,Paid Social,APAC,35471,860,1021.64,45,31,22,10,2,2079.4
2023-04-01,Holiday Promo 2023,Paid Social,LATAM,17778,462,441.4,20,12,7,4,1,1036.2
2023-04-01,Holiday Promo 2023,Organic Search,North America,34525,704,95.6,56,29,16,7,3,4761.16
2023-04-01,Holiday Promo 2023,Organic Search,EMEA,31109,1705,233.93,175,110,76,49,9,12839.71
2023-04-01,Holiday Promo 2023,Organic Search,APAC,21047,735,51.0,88,47,33,13,2,2322.99
2023-04-01,Holiday Promo 2023,Organic Search,LATAM,21195,686,37.19,72,45,33,21,6,7744.79
2023-04-01,Holiday Promo 2023,Referral,North America,13956,1210,416.51,202,111,55,31,14,22394.45
2023-04-01,Holiday Promo 2023,Referral,EMEA,12841,947,318.94,160,105,63,40,17,20858.86
2023-04-01,Holiday Promo 2023,Referral,APAC,6738,430,70.95,80,54,40,27,11,12372.63
2023-04-01,Holiday Promo 2023,Referral,LATAM,4900,360,110.72,69,48,24,10,3,2932.92
2023-04-01,Evergreen Nurture,Email,North America,17736,2802,1236.59,560,360,226,91,43,71184.63
2023-04-01,Evergreen Nurture,Email,EMEA,25973,2586,999.1,554,326,248,99,20,20761.23
2023-04-01,Evergreen Nurture,Email,APAC,16790,1592,844.56,239,128,73,48,22,28449.01
2023-04-01,Evergreen Nurture,Email,LATAM,10905,915,296.37,194,126,97,66,29,23385.95
2023-04-01,Evergreen Nurture,Paid Search,North America,41022,1464,1294.73,151,114,72,48,16,22042.16
2023-04-01,Evergreen Nurture,Paid Search,EMEA,42142,1707,1876.89,176,138,70,48,9,8985.74
2023-04-01,Evergreen Nurture,Paid Search,APAC,30434,1878,1828.96,220,174,137,68,31,29121.52
2023-04-01,Evergreen Nurture,Paid Search,LATAM,20789,1343,1531.4,132,95,63,33,9,8790.49
2023-04-01,Evergreen Nurture,Paid Social,North America,35404,573,302.52,32,20,14,6,1,1526.61
2023-04-01,Evergreen Nurture,Paid Social,EMEA,40396,1386,921.85,71,55,40,22,8,8920.49
2023-04-01,Evergreen Nurture,Paid Social,APAC,30815,1193,678.61,52,34,17,10,3,3405.16
2023-04-01,Evergreen Nurture,Paid Social,LATAM,25472,463,335.9,26,17,9,4,1,1074.14
2023-04-01,Evergreen Nurture,Organic Search,North America,31718,1175,151.45,99,70,40,25,12,16236.25
2023-04-01,Evergreen Nurture,Organic Search,EMEA,29169,1660,140.71,198,138,88,51,14,17525.57
2023-04-01,Evergreen Nurture,Organic Search,APAC,20561,962,61.38,95,65,33,13,3,3364.59
2023-04-01,Evergreen Nurture,Organic Search,LATAM,18410,481,41.48,50,33,18,9,3,3317.09
2023-04-01,Evergreen Nurture,Referral,North America,8682,662,188.15,131,69,40,26,9,13013.2
2023-04-01,Evergreen Nurture,Referral,EMEA,9602,563,67.84,110,81,44,21,8,7728.36
2023-04-01,Evergreen Nurture,Referral,APAC,11150,786,95.9,188,149,102,54,18,17074.85
2023-04-01,Evergreen Nurture,Referral,LATAM,6938,506,101.26,91,62,49,21,5,5744.71
2023-04-01,Product Upgrade Launch,Email,North America,18280,1539,787.08,225,119,66,45,18,23997.21
2023-04-01,Product Upgrade Launch,Email,EMEA,20733,2543,1129.75,384,281,171,70,21,27287.95
2023-04-01,Product Upgrade Launch,Email,APAC,16160,1797,909.36,321,255,143,75,21,22021.83
2023-04-01,Product Upgrade Launch,Email,LATAM,13246,2107,711.75,394,208,127,86,32,36356.39
2023-04-01,Product Upgrade Launch,Paid Search,North America,38565,2578,3251.41,332,187,117,53,10,12677.61
2023-04-01,Product Upgrade Launch,Paid Search,EMEA,46961,1726,2331.21,247,188,147,73,16,17845.08
2023-04-01,Product Upgrade Launch,Paid Search,APAC,32569,1889,2641.31,187,104,72,47,12,11121.19
2023-04-01,Product Upgrade Launch,Paid Search,LATAM,27392,1376,1672.65,142,106,64,31,14,14788.99
2023-04-01,Product Upgrade Launch,Paid Social,North America,31010,1148,698.73,57,36,22,10,4,6136.61
2023-04-01,Product Upgrade Launch,Paid Social,EMEA,42796,1198,520.95,53,38,25,13,3,4290.1
2023-04-01,Product Upgrade Launch,Paid Social,APAC,34428,1348,1041.7,56,37,27,13,6,6373.13
2023-04-01,Product Upgrade Launch,Paid Social,LATAM,25876,1024,1091.87,52,29,22,11,3,2571.23
2023-04-01,Product Upgrade Launch,Organic Search,North America,27816,1329,122.91,152,111,56,36,10,12511.98
2023-04-01,Product Upgrade Launch,Organic Search,EMEA,34720,1034,87.83,88,58,39,23,9,10257.13
2023-04-01,Product Upgrade Launch,Organic Search,APAC,23307,671,56.09,73,41,25,10,2,1792.09
2023-04-01,Product Upgrade Launch,Organic Search,LATAM,27201,1458,198.86,117,65,45,23,11,12627.92
2023-04-01,Product Upgrade Launch,Referral,North America,9535,945,94.84,183,124,64,41,16,24109.96
2023-04-01,Product Upgrade Launch,Referral,EMEA,8134,398,70.45,82,57,40,19,4,4033.71
2023-04-01,Product Upgrade Launch,Referral,APAC,9570,460,80.32,84,58,39,21,8,9255.8
2023-04-01,Product Upgrade Launch,Referral,LATAM,8689,650,140.63,110,86,63,27,6,4840.88
2023-04-01,Webinar Series 2023,Email,North America,28347,4342,1977.69,690,503,394,242,112,173890.52
2023-04-01,Webinar Series 2023,Email,EMEA,19261,2391,1306.67,411,306,194,112,52,56876.54
2023-04-01,Webinar Series 2023,Email,APAC,22421,2958,875.95,582,441,344,158,46,49483.65
2023-04-01,Webinar Series 2023,Email,LATAM,10042,854,431.78,172,107,77,40,16,13541.82
2023-04-01,Webinar Series 2023,Paid Search,North America,53569,2875,3007.53,316,180,129,51,18,25358.57
2023-04-01,Webinar Series 2023,Paid Search,EMEA,36317,2742,4640.29,275,185,95,47,20,26378.66
2023-04-01,Webinar Series 2023,Paid Search,APAC,33785,2070,3392.32,266,167,113,70,24,30439.47
2023-04-01,Webinar Series 2023,Paid Search,LATAM,21901,997,915.14,137,75,55,29,8,6490.21
2023-04-01,Webinar Series 2023,Paid Social,North America,31222,366,236.01,21,16,11,7,3,4542.04
2023-04-01,Webinar Series 2023,Paid Social,EMEA,28125,477,225.64,26,18,12,6,1,1138.51
2023-04-01,Webinar Series 2023,Paid Social,APAC,22584,262,233.34,12,9,5,2,1,1135.14
2023-04-01,Webinar Series 2023,Paid Social,LATAM,30898,974,919.5,46,29,18,8,3,2592.43
2023-04-01,Webinar Series 2023,Organic Search,North America,36922,1410,165.54,129,71,52,35,11,16212.07
2023-04-01,Webinar Series 2023,Organic Search,EMEA,22044,1168,70.21,108,69,46,22,8,11371.9
2023-04-01,Webinar Series 2023,Organic Search,APAC,25816,665,58.07,78,43,31,12,3,2981.57
2023-04-01,Webinar Series 2023,Organic Search,LATAM,22973,708,71.98,72,45,24,12,3,2777.22
2023-04-01,Webinar Series 2023,Referral,North America,14713,1139,174.96,224,126,75,51,18,26800.62
2023-04-01,Webinar Series 2023,Referral,EMEA,10991,1071,143.71,208,142,99,55,14,14004.16
2023-04-01,Webinar Series 2023,Referral,APAC,8133,577,104.69,100,79,48,20,6,5285.02
2023-04-01,Webinar Series 2023,Referral,LATAM,8460,737,86.07,170,113,89,62,14,13474.73
2023-04-01,Referral Program Pilot,Email,North America,29340,2848,1500.87,500,327,225,144,48,70724.94
2023-04-01,Referral Program Pilot,Email,EMEA,14679,1373,760.35,272,157,93,51,13,14304.14
2023-04-01,Referral Program Pilot,Email,APAC,17144,2340,689.97,337,171,127,58,12,12976.95
2023-04-01,Referral Program Pilot,Email,LATAM,17580,2552,605.6,373,205,147,66,23,17718.13
2023-04-01,Referral Program Pilot,Paid Search,North America,46967,3969,7805.49,454,355,251,165,51,59048.42
2023-04-01,Referral Program Pilot,Paid Search,EMEA,44539,3916,5490.57,495,357,197,135,52,71557.16
2023-04-01,Referral Program Pilot,Paid Search,APAC,45791,2881,2175.36,302,174,102,51,16,18209.25
2023-04-01,Referral Program Pilot,Paid Search,LATAM,33505,2293,2819.32,291,160,106,73,25,24832.85
2023-04-01,Referral Program Pilot,Paid Social,North America,36319,663,622.92,29,22,13,7,2,2512.58
2023-04-01,Referral Program Pilot,Paid Social,EMEA,35928,1239,835.52,72,41,22,11,4,4610.54
2023-04-01,Referral Program Pilot,Paid Social,APAC,25689,338,344.56,14,7,4,2,1,1031.28
2023-04-01,Referral Program Pilot,Paid Social,LATAM,30512,509,470.25,24,16,10,4,1,979.9
2023-04-01,Referral Program Pilot,Organic Search,North America,27466,1322,183.16,141,78,53,27,10,17009.55
2023-04-01,Referral Program Pilot,Organic Search,EMEA,26072,1279,71.92,133,95,69,33,7,7138.32
2023-04-01,Referral Program Pilot,Organic Search,APAC,33721,1407,124.85,130,66,40,18,6,5752.6
2023-04-01,Referral Program Pilot,Organic Search,LATAM,23951,929,135.53,76,40,22,12,5,4538.54
2023-04-01,Referral Program Pilot,Referral,North America,8923,628,221.12,117,65,32,17,6,7424.53
2023-04-01,Referral Program Pilot,Referral,EMEA,12132,508,117.67,100,59,41,26,8,8578.85
2023-04-01,Referral Program Pilot,Referral,APAC,8524,562,73.12,127,64,44,29,7,6496.41
2023-04-01,Referral Program Pilot,Referral,LATAM,7848,587,65.14,116,83,52,26,7,5877.08
2023-04-01,Reactivation Campaign,Email,North America,27553,2921,966.06,425,306,241,158,39,57047.48
2023-04-01,Reactivation Campaign,Email,EMEA,22291,2534,802.28,407,271,213,141,45,43228.81
2023-04-01,Reactivation Campaign,Email,APAC,16097,1570,712.02,284,160,105,68,26,25898.29
2023-04-01,Reactivation Campaign,Email,LATAM,13660,1296,555.42,231,177,118,71,21,18514.88
2023-04-01,Reactivation Campaign,Paid Search,North America,42994,1761,3139.36,204,147,111,54,17,25120.82
2023-04-01,Reactivation Campaign,Paid Search,EMEA,38470,1610,3214.52,174,132,91,36,15,17146.38
2023-04-01,Reactivation Campaign,Paid Search,APAC,32893,1614,2090.59,217,139,105,49,10,11380.84
2023-04-01,Reactivation Campaign,Paid Search,LATAM,32436,1285,1451.36,142,96,53,31,7,5850.74
2023-04-01,Reactivation Campaign,Paid Social,North America,43227,441,472.88,20,12,6,3,1,1173.41
2023-04-01,Reactivation Campaign,Paid Social,EMEA,27457,338,228.89,18,14,7,4,1,1117.72
2023-04-01,Reactivation Campaign,Paid Social,APAC,24089,617,619.43,28,20,15,7,2,2062.87
2023-04-01,Reactivation Campaign,Paid Social,LATAM,25620,859,1013.99,37,23,17,6,1,1057.1
2023-04-01,Reactivation Campaign,Organic Search,North America,39408,1158,107.57,99,67,38,19,6,9312.79
2023-04-01,Reactivation Campaign,Organic Search,EMEA,21145,1261,110.45,135,77,48,31,7,7037.38
2023-04-01,Reactivation Campaign,Organic Search,APAC,24907,661,82.46,56,43,28,17,5,4420.12
2023-04-01,Reactivation Campaign,Organic Search,LATAM,21625,665,38.78,59,31,23,13,5,4616.18
2023-04-01,Reactivation Campaign,Referral,North America,11234,988,262.69,224,132,84,55,11,18116.91
2023-04-01,Reactivation Campaign,Referral,EMEA,7609,670,148.34,128,71,51,21,7,8161.6
2023-04-01,Reactivation Campaign,Referral,APAC,7524,314,43.95,73,48,31,19,5,4761.21
2023-04-01,Reactivation Campaign,Referral,LATAM,8120,329,38.05,58,33,20,13,6,6771.97
2023-05-01,Spring Launch 2023,Email,North America,19488,1868,1037.56,319,224,127,66,24,29166.7
2023-05-01,Spring Launch 2023,Email,EMEA,19096,1554,865.76,291,185,115,63,13,16604.81
2023-05-01,Spring Launch 2023,Email,APAC,19743,2918,1298.92,527,338,234,132,51,53966.99
2023-05-01,Spring Launch 2023,Email,LATAM,11830,947,420.05,163,91,47,29,7,6141.83
2023-05-01,Spring Launch 2023,Paid Search,North America,59405,2366,4551.2,337,224,137,91,30,48201.5
2023-05-01,Spring Launch 2023,Paid Search,EMEA,32304,2876,3103.9,281,204,112,66,14,18223.99
2023-05-01,Spring Launch 2023,Paid Search,APAC,41219,2410,2280.18,344,254,158,70,30,29993.52
2023-05-01,Spring Launch 2023,Paid Search,LATAM,21022,1574,1752.76,223,177,131,59,15,12591.15
2023-05-01,Spring Launch 2023,Paid Social,North America,52320,1890,1077.93,100,69,36,17,8,10362.92
2023-05-01,Spring Launch 2023,Paid Social,EMEA,29425,583,273.58,28,14,9,3,1,1051.54
2023-05-01,Spring Launch 2023,Paid Social,APAC,32789,1117,697.93,53,35,25,15,7,8192.39
2023-05-01,Spring Launch 2023,Paid Social,LATAM,18395,322,359.27,17,12,9,6,2,1899.67
2023-05-01,Spring Launch 2023,Organic Search,North America,42440,1343,154.81,150,75,44,19,7,8771.66
2023-05-01,Spring Launch 2023,Organic Search,EMEA,25449,754,84.79,62,31,19,9,2,2718.27
2023-05-01,Spring Launch 2023,Organic Search,APAC,26409,822,122.07,79,42,29,15,5,4937.18
2023-05-01,Spring Launch 2023,Organic Search,LATAM,25655,932,89.48,85,50,38,23,9,7980.79
2023-05-01,Spring Launch 2023,Referral,North America,13030,791,82.29,169,132,85,45,17,21587.69
2023-05-01,Spring Launch 2023,Referral,EMEA,11097,812,206.83,175,118,63,43,10,11409.57
2023-05-01,Spring Launch 2023,Referral,APAC,11277,545,62.32,112,85,54,33,14,13586.59
2023-05-01,Spring Launch 2023,Referral,LATAM,5501,494,113.03,102,61,46,19,9,9889.8
2023-05-01,Brand Awareness 2023,Email,North America,18970,1940,972.63,290,182,120,80,39,46719.81
2023-05-01,Brand Awareness 2023,Email,EMEA,18823,2479,1251.63,363,265,189,130,62,86175.12
2023-05-01,Brand Awareness 2023,Email,APAC,21128,2020,710.3,307,231,133,64,31,27821.71
2023-05-01,Brand Awareness 2023,Email,LATAM,14783,1406,647.87,252,156,113,47,10,9970.21
